date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
30-06-2014,445800,3,3,TRUE,192.30921,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,2
27-10-2014,315000,3,3,FALSE,174.65764,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,2
19-03-2015,500000,2,3,FALSE,155.14801,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
28-08-2014,475000,2,2,FALSE,173.72861,FALSE,FALSE,FALSE,1,TRUE,FALSE,8,2
12-06-2014,235000,2,2,TRUE,170.94152,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,1
17-03-2015,474500,3,1,TRUE,185.806,FALSE,FALSE,FALSE,2,TRUE,TRUE,3,3
15-07-2014,282000,2,2,FALSE,186.73503,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
16-09-2014,440000,2,2,TRUE,163.50928,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,4
24-04-2015,321000,3,2,TRUE,281.49609,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,1
11-08-2014,420000,2,2,TRUE,213.6769,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,1
15-09-2014,396000,2,1,TRUE,217.39302,FALSE,FALSE,FALSE,1,TRUE,TRUE,9,1
11-09-2014,559000,2,3,FALSE,186.73503,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,2
29-05-2014,449950,3,3,FALSE,215.53496,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
18-02-2015,175000,1,2,FALSE,107.76748,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,2
01-08-2014,560000,2,3,TRUE,210.88981,FALSE,FALSE,FALSE,3,TRUE,FALSE,8,3
23-04-2015,589999,2,3,TRUE,198.81242,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
15-09-2014,615000,3,4,TRUE,274.06385,FALSE,TRUE,FALSE,3,TRUE,FALSE,9,3
06-05-2014,563000,3,3,TRUE,287.9993,FALSE,FALSE,FALSE,3,FALSE,FALSE,5,2
23-02-2015,765000,2,5,FALSE,303.79281,FALSE,FALSE,FALSE,3,FALSE,FALSE,2,4
21-11-2014,387000,1,3,FALSE,93.83203,FALSE,FALSE,FALSE,1,TRUE,FALSE,11,3
20-10-2014,399950,1,3,TRUE,105.90942,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,3
20-03-2015,409000,3,3,FALSE,300.07669,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
17-03-2015,580000,3,3,TRUE,334.079188,FALSE,FALSE,TRUE,2,TRUE,TRUE,3,2
21-05-2014,360000,2,3,FALSE,142.14159,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,3
05-05-2014,287000,2,2,FALSE,134.70935,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,2
16-10-2014,495000,3,2,TRUE,189.52212,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,3
31-07-2014,393000,3,2,FALSE,134.70935,FALSE,FALSE,TRUE,2,FALSE,TRUE,7,2
10-02-2015,735000,3,2,TRUE,209.03175,FALSE,FALSE,FALSE,3,FALSE,TRUE,2,4
09-07-2014,435000,3,2,FALSE,236.90265,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
20-05-2014,551000,2,4,FALSE,262.91549,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,2
20-04-2015,905000,3,3,TRUE,208.10272,TRUE,FALSE,FALSE,2,TRUE,FALSE,4,3
21-11-2014,279000,2,2,FALSE,134.70935,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
04-03-2015,606000,2,1,TRUE,183.94794,FALSE,FALSE,FALSE,2,FALSE,FALSE,3,4
27-01-2015,679950,2,3,FALSE,207.17369,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,2
05-05-2014,249950,2,1,FALSE,143.99965,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,2
01-07-2014,525000,1,3,TRUE,107.76748,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
05-06-2014,564000,2,2,TRUE,183.94794,FALSE,TRUE,TRUE,1,TRUE,TRUE,6,3
23-09-2014,389950,2,2,FALSE,157.9351,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
09-09-2014,990000,2,4,TRUE,168.15443,FALSE,TRUE,FALSE,1,TRUE,TRUE,9,4
24-07-2014,150000,1,1,FALSE,78.96755,FALSE,FALSE,FALSE,1,FALSE,FALSE,7,1
08-04-2015,293000,3,2,FALSE,219.25108,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,2
27-02-2015,275000,3,1,FALSE,133.78032,FALSE,FALSE,FALSE,2,FALSE,TRUE,2,2
12-01-2015,780000,3,3,TRUE,306.5799,FALSE,FALSE,FALSE,3,FALSE,TRUE,1,3
14-10-2014,612000,2,2,FALSE,161.65122,FALSE,FALSE,FALSE,3,FALSE,TRUE,10,3
14-04-2015,575000,1,2,FALSE,91.04494,FALSE,FALSE,TRUE,1,FALSE,TRUE,4,4
06-02-2015,499950,3,2,TRUE,200.67048,FALSE,FALSE,FALSE,2,TRUE,TRUE,2,2
08-01-2015,388000,3,4,FALSE,237.83168,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,2
27-10-2014,530000,2,2,TRUE,154.21898,TRUE,FALSE,FALSE,1,TRUE,TRUE,10,3
22-08-2014,810000,3,4,TRUE,357.397841,FALSE,TRUE,TRUE,2,TRUE,TRUE,8,1
28-05-2014,242000,2,2,FALSE,121.70293,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,1
27-06-2014,246950,2,2,FALSE,155.14801,FALSE,FALSE,FALSE,3,FALSE,TRUE,6,1
05-06-2014,237000,2,2,FALSE,104.98039,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,1
23-02-2015,605000,2,3,TRUE,297.2896,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,3
09-02-2015,825750,3,5,TRUE,274.06385,FALSE,FALSE,FALSE,3,TRUE,FALSE,2,3
04-05-2015,415000,2,2,FALSE,126.34808,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,4
30-03-2015,800000,3,4,FALSE,287.9993,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,2
27-05-2014,244000,2,1,FALSE,84.54173,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,2
12-12-2014,485000,3,2,TRUE,261.98646,FALSE,FALSE,FALSE,3,TRUE,TRUE,12,2
04-11-2014,340000,3,3,FALSE,198.81242,TRUE,FALSE,FALSE,1,TRUE,FALSE,11,1
10-10-2014,280000,2,1,TRUE,102.1933,FALSE,FALSE,FALSE,1,FALSE,TRUE,10,3
28-08-2014,179900,2,1,FALSE,93.83203,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,1
25-08-2014,330000,3,3,FALSE,225.75429,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
04-08-2014,442000,3,2,TRUE,126.34808,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,3
22-04-2015,595000,2,3,FALSE,177.44473,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
09-03-2015,998160,1,4,TRUE,279.63803,FALSE,TRUE,FALSE,2,TRUE,TRUE,3,4
25-08-2014,861000,2,3,TRUE,234.11556,FALSE,FALSE,TRUE,2,FALSE,TRUE,8,4
10-02-2015,447000,1,1,FALSE,70.60628,FALSE,FALSE,FALSE,1,FALSE,TRUE,2,3
06-04-2015,745000,1,3,FALSE,201.59951,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,4
03-09-2014,591500,3,2,TRUE,157.00607,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,3
08-12-2014,800000,2,3,FALSE,175.58667,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,4
27-08-2014,405000,2,2,FALSE,113.34166,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,3
12-08-2014,320000,3,2,FALSE,192.30921,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,1
25-06-2014,594000,3,4,FALSE,252.69616,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
23-10-2014,372000,2,3,TRUE,123.56099,FALSE,FALSE,FALSE,2,FALSE,FALSE,10,3
13-05-2014,450000,2,3,TRUE,116.12875,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,3
18-07-2014,430000,1,3,FALSE,125.41905,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,4
20-04-2015,480000,2,2,FALSE,96.61912,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,3
04-08-2014,324747,2,3,FALSE,191.38018,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
24-11-2014,570000,3,4,FALSE,268.48967,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
18-03-2015,470000,3,3,TRUE,214.60593,FALSE,FALSE,FALSE,2,TRUE,TRUE,3,3
20-08-2014,440000,2,2,FALSE,132.85129,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,3
16-05-2014,430000,2,2,TRUE,199.74145,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,3
21-05-2014,700000,3,4,FALSE,279.63803,FALSE,FALSE,FALSE,2,TRUE,FALSE,5,4
24-06-2014,366000,2,3,TRUE,170.94152,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,2
06-11-2014,410000,1,2,FALSE,95.69009,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,3
24-09-2014,537000,3,2,TRUE,159.79316,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,3
18-02-2015,529888,3,3,FALSE,291.71542,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,2
08-10-2014,499950,2,3,TRUE,267.56064,FALSE,FALSE,FALSE,2,TRUE,TRUE,10,2
04-06-2014,565000,3,2,TRUE,246.19295,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,3
18-11-2014,279000,2,2,FALSE,141.21256,FALSE,FALSE,FALSE,1,FALSE,FALSE,11,2
29-07-2014,249000,2,2,TRUE,117.05778,FALSE,FALSE,FALSE,2,FALSE,FALSE,7,1
14-12-2014,450000,3,2,TRUE,172.79958,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,2
05-08-2014,348000,2,4,FALSE,191.38018,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,1
03-04-2015,610000,2,3,FALSE,120.7739,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,3
04-12-2014,315000,2,2,FALSE,137.49644,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,1
08-07-2014,439000,3,3,FALSE,238.76071,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
04-06-2014,539000,2,3,TRUE,158.86413,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,4
20-02-2015,1080000,2,4,FALSE,184.87697,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,4
26-06-2014,537000,2,2,FALSE,223.89623,TRUE,TRUE,FALSE,3,FALSE,FALSE,6,2
27-08-2014,401000,2,3,FALSE,164.43831,FALSE,FALSE,FALSE,3,TRUE,FALSE,8,2
21-10-2014,736000,2,3,FALSE,183.94794,FALSE,TRUE,FALSE,2,TRUE,FALSE,10,4
09-04-2015,199950,2,1,FALSE,127.27711,FALSE,FALSE,FALSE,1,TRUE,FALSE,4,1
15-09-2014,675000,3,3,TRUE,209.96078,FALSE,FALSE,FALSE,2,TRUE,TRUE,9,3
10-07-2014,303000,1,1,FALSE,90.11591,FALSE,FALSE,TRUE,2,FALSE,TRUE,7,1
08-12-2014,820000,3,5,FALSE,328.87662,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
05-12-2014,294450,3,2,TRUE,130.0642,FALSE,FALSE,FALSE,2,TRUE,TRUE,12,2
19-03-2015,699000,3,3,FALSE,275.92191,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
30-09-2014,329000,3,3,FALSE,238.76071,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,1
25-11-2014,396000,2,2,TRUE,183.94794,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,2
14-12-2014,242550,3,3,FALSE,191.38018,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,1
15-08-2014,661000,1,2,FALSE,117.05778,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,4
18-11-2014,589000,2,2,TRUE,129.13517,FALSE,FALSE,FALSE,1,TRUE,TRUE,11,4
15-07-2014,370000,3,3,FALSE,197.88339,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
17-03-2015,480000,2,2,FALSE,135.63838,FALSE,FALSE,TRUE,2,FALSE,TRUE,3,3
20-08-2014,781000,2,2,TRUE,119.84487,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,4
24-09-2014,275000,2,2,FALSE,160.72219,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,1
12-12-2014,315000,1,2,FALSE,79.89658,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,1
19-09-2014,715000,3,5,FALSE,302.86378,FALSE,FALSE,FALSE,3,TRUE,FALSE,9,4
27-04-2015,375000,2,3,FALSE,119.84487,FALSE,FALSE,FALSE,1,TRUE,FALSE,4,3
21-10-2014,371000,2,3,FALSE,199.74145,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,2
18-12-2014,465750,2,4,FALSE,248.05101,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,2
18-06-2014,175000,1,1,FALSE,61.31598,FALSE,FALSE,FALSE,1,FALSE,TRUE,6,1
16-10-2014,363500,3,2,TRUE,202.52854,FALSE,FALSE,TRUE,1,TRUE,TRUE,10,1
17-02-2015,398500,2,3,FALSE,151.43189,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,3
15-09-2014,1150000,3,4,TRUE,347.45722,FALSE,FALSE,FALSE,2,TRUE,TRUE,9,3
15-12-2014,730000,1,2,TRUE,172.79958,FALSE,FALSE,FALSE,1,FALSE,TRUE,12,4
05-07-2014,459500,2,2,TRUE,136.56741,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,2
07-05-2015,284000,2,2,TRUE,146.78674,FALSE,FALSE,FALSE,2,TRUE,TRUE,5,2
25-06-2014,500000,2,2,TRUE,110.55457,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,3
01-12-2014,495000,3,4,FALSE,336.30886,FALSE,TRUE,FALSE,3,FALSE,FALSE,12,1
23-07-2014,778000,2,2,TRUE,170.94152,FALSE,FALSE,TRUE,2,FALSE,FALSE,7,4
17-07-2014,443500,2,2,FALSE,201.59951,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,3
10-07-2014,250000,2,2,FALSE,133.78032,FALSE,FALSE,FALSE,2,FALSE,FALSE,7,2
04-12-2014,875000,2,2,FALSE,169.08346,FALSE,FALSE,FALSE,2,TRUE,TRUE,12,4
18-08-2014,828000,3,5,FALSE,327.01856,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,4
20-08-2014,205000,2,2,FALSE,104.05136,FALSE,FALSE,FALSE,1,TRUE,TRUE,8,1
21-07-2014,690000,2,3,TRUE,235.97362,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,3
26-02-2015,392000,3,3,FALSE,219.25108,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,2
11-02-2015,549010,1,2,TRUE,144.92868,FALSE,FALSE,FALSE,1,TRUE,TRUE,2,3
15-07-2014,425500,2,3,FALSE,183.01891,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
18-12-2014,405000,2,2,FALSE,133.78032,FALSE,FALSE,FALSE,2,FALSE,TRUE,12,2
27-04-2015,339000,2,1,TRUE,106.83845,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,2
09-12-2014,495800,3,2,FALSE,158.86413,FALSE,FALSE,FALSE,1,TRUE,FALSE,12,3
15-04-2015,515000,3,3,TRUE,214.60593,FALSE,FALSE,FALSE,3,TRUE,FALSE,4,2
02-07-2014,605000,3,2,TRUE,273.13482,FALSE,FALSE,TRUE,2,TRUE,TRUE,7,2
08-04-2015,288349,2,1,FALSE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,2
13-05-2014,525000,2,3,TRUE,267.189028,FALSE,FALSE,FALSE,3,TRUE,FALSE,5,3
06-04-2015,349950,3,2,TRUE,209.03175,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,1
26-08-2014,289000,2,2,FALSE,196.02533,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,1
15-04-2015,785000,3,4,FALSE,319.58632,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
04-08-2014,680000,1,2,TRUE,169.08346,TRUE,FALSE,FALSE,2,TRUE,FALSE,8,3
04-05-2015,907500,2,2,TRUE,264.77355,FALSE,TRUE,FALSE,2,TRUE,FALSE,5,3
05-03-2015,250000,2,2,TRUE,144.92868,FALSE,FALSE,TRUE,2,FALSE,TRUE,3,1
09-04-2015,400000,3,2,FALSE,191.38018,FALSE,FALSE,FALSE,2,FALSE,FALSE,4,2
30-03-2015,672500,2,4,FALSE,227.61235,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,4
23-06-2014,225000,2,2,FALSE,146.78674,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,1
23-05-2014,465425,3,2,FALSE,225.75429,FALSE,FALSE,FALSE,2,TRUE,TRUE,5,3
08-04-2015,315000,2,1,FALSE,108.69651,FALSE,FALSE,FALSE,1,FALSE,FALSE,4,2
27-01-2015,324950,2,2,TRUE,124.49002,FALSE,FALSE,FALSE,2,FALSE,TRUE,1,3
12-04-2015,419000,3,2,TRUE,174.65764,FALSE,FALSE,FALSE,2,TRUE,TRUE,4,2
21-01-2015,541000,2,3,TRUE,151.43189,FALSE,FALSE,FALSE,1,TRUE,FALSE,1,3
31-07-2014,275000,2,2,TRUE,176.5157,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
22-10-2014,439000,3,2,FALSE,191.38018,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,2
06-10-2014,530000,1,3,TRUE,129.13517,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,3
13-05-2015,465000,3,2,TRUE,152.36092,FALSE,FALSE,FALSE,1,TRUE,FALSE,5,3
02-12-2014,420000,2,3,TRUE,176.5157,FALSE,FALSE,FALSE,3,TRUE,FALSE,12,2
28-10-2014,618000,2,4,FALSE,297.2896,FALSE,TRUE,FALSE,2,TRUE,FALSE,10,2
10-09-2014,485000,3,2,TRUE,177.44473,FALSE,FALSE,FALSE,2,FALSE,TRUE,9,2
29-07-2014,432500,3,3,FALSE,294.688316,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
15-07-2014,263000,2,3,TRUE,166.29637,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
09-07-2014,237950,1,2,FALSE,135.63838,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,1
18-07-2014,800000,3,3,FALSE,342.904973,FALSE,TRUE,FALSE,2,TRUE,FALSE,7,4
12-02-2015,452500,3,2,FALSE,228.54138,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,3
31-03-2015,920000,2,2,TRUE,130.99323,FALSE,FALSE,FALSE,1,FALSE,TRUE,3,4
11-02-2015,300000,3,2,FALSE,154.21898,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,2
19-05-2014,869000,3,3,TRUE,388.33454,FALSE,FALSE,FALSE,3,TRUE,FALSE,5,3
05-03-2015,475000,2,2,TRUE,235.97362,FALSE,FALSE,FALSE,3,FALSE,TRUE,3,3
11-06-2014,600000,3,2,TRUE,270.34773,FALSE,FALSE,TRUE,2,TRUE,TRUE,6,4
06-04-2015,269000,2,2,FALSE,130.99323,FALSE,FALSE,FALSE,2,FALSE,TRUE,4,1
18-03-2015,401000,2,3,FALSE,117.98681,FALSE,FALSE,FALSE,2,FALSE,FALSE,3,3
16-06-2014,500000,2,1,TRUE,143.07062,FALSE,FALSE,TRUE,1,TRUE,TRUE,6,4
27-01-2015,215000,3,2,FALSE,197.88339,FALSE,FALSE,FALSE,2,TRUE,FALSE,1,1
01-08-2014,699000,3,5,FALSE,310.29602,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
31-12-2014,582000,2,3,FALSE,169.08346,TRUE,FALSE,TRUE,1,TRUE,FALSE,12,3
11-08-2014,317500,3,2,TRUE,199.74145,FALSE,FALSE,FALSE,2,TRUE,TRUE,8,2
15-05-2014,217450,2,2,FALSE,96.61912,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,1
26-12-2014,160134,2,2,FALSE,110.55457,FALSE,FALSE,FALSE,1,TRUE,TRUE,12,1
07-04-2015,320000,3,2,FALSE,290.78639,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
11-12-2014,449888,2,4,FALSE,234.11556,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,1
20-10-2014,295000,2,2,TRUE,170.01249,FALSE,FALSE,FALSE,2,FALSE,TRUE,10,1
05-09-2014,817500,2,5,FALSE,300.07669,FALSE,FALSE,FALSE,3,TRUE,FALSE,9,4
24-07-2014,398000,3,2,FALSE,190.45115,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
16-06-2014,418000,3,2,TRUE,219.25108,FALSE,TRUE,FALSE,3,FALSE,TRUE,6,2
07-04-2015,499000,2,2,FALSE,157.00607,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
09-03-2015,546000,1,3,TRUE,142.14159,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
03-11-2014,435000,3,2,TRUE,212.74787,FALSE,TRUE,FALSE,1,TRUE,TRUE,11,2
08-04-2015,532000,2,2,TRUE,169.08346,FALSE,FALSE,FALSE,1,FALSE,TRUE,4,3
29-09-2014,503000,3,4,FALSE,229.47041,FALSE,FALSE,FALSE,2,TRUE,FALSE,9,2
05-01-2015,445000,3,3,TRUE,215.53496,FALSE,FALSE,FALSE,2,TRUE,TRUE,1,2
19-02-2015,245000,2,2,FALSE,123.56099,FALSE,FALSE,FALSE,1,TRUE,FALSE,2,2
10-12-2014,541338,2,3,TRUE,191.38018,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
21-07-2014,335000,3,2,TRUE,211.81884,FALSE,FALSE,FALSE,2,TRUE,TRUE,7,1
14-07-2014,358000,2,1,FALSE,87.32882,FALSE,FALSE,FALSE,1,FALSE,TRUE,7,3
05-05-2015,353000,2,2,FALSE,155.891234,FALSE,FALSE,FALSE,2,FALSE,TRUE,5,1
31-12-2014,272000,3,2,TRUE,168.15443,FALSE,FALSE,FALSE,2,TRUE,TRUE,12,1
27-05-2014,800000,3,3,TRUE,248.98004,TRUE,FALSE,FALSE,2,TRUE,TRUE,5,4
27-10-2014,307500,2,2,FALSE,152.918338,FALSE,FALSE,FALSE,2,TRUE,FALSE,10,2
17-11-2014,400000,3,2,FALSE,208.10272,TRUE,FALSE,FALSE,3,FALSE,FALSE,11,1
05-11-2014,311000,3,2,FALSE,165.36734,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,2
29-07-2014,400000,3,2,TRUE,233.18653,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
17-04-2015,395000,3,3,FALSE,261.05743,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,1
21-05-2014,330000,2,2,FALSE,116.12875,FALSE,FALSE,FALSE,1,FALSE,TRUE,5,4
13-04-2015,660000,3,4,FALSE,347.45722,FALSE,FALSE,FALSE,2,TRUE,FALSE,4,4
03-06-2014,830000,2,4,FALSE,193.23824,FALSE,FALSE,FALSE,3,FALSE,FALSE,6,2
25-07-2014,275000,3,1,FALSE,100.33524,FALSE,FALSE,TRUE,1,FALSE,FALSE,7,1
13-06-2014,250600,3,2,TRUE,179.30279,FALSE,FALSE,FALSE,2,TRUE,TRUE,6,1
20-05-2014,210000,3,3,TRUE,202.52854,FALSE,FALSE,FALSE,1,TRUE,TRUE,5,1
01-07-2014,1014250,2,1,TRUE,152.36092,FALSE,FALSE,TRUE,1,FALSE,FALSE,7,4
05-07-2014,825000,3,3,FALSE,196.02533,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,4
02-06-2014,350000,2,3,FALSE,248.98004,TRUE,FALSE,FALSE,2,TRUE,FALSE,6,1
01-12-2014,632500,3,5,FALSE,252.69616,FALSE,FALSE,FALSE,1,TRUE,FALSE,12,4
31-10-2014,556000,2,2,TRUE,147.71577,FALSE,FALSE,FALSE,1,TRUE,FALSE,10,4
23-07-2014,455000,3,3,FALSE,194.16727,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,2
19-12-2014,495000,1,3,TRUE,135.63838,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,3
14-10-2014,515000,3,2,TRUE,169.08346,FALSE,FALSE,FALSE,3,FALSE,TRUE,10,2
03-07-2014,529950,2,2,FALSE,115.19972,FALSE,FALSE,TRUE,1,FALSE,FALSE,7,3
24-03-2015,490000,3,2,FALSE,238.76071,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,3
09-04-2015,690000,3,3,TRUE,310.29602,FALSE,FALSE,FALSE,3,TRUE,FALSE,4,3
21-07-2014,334950,3,3,FALSE,223.89623,FALSE,FALSE,FALSE,2,TRUE,FALSE,7,1
13-03-2015,517500,2,3,TRUE,168.15443,FALSE,FALSE,FALSE,1,TRUE,TRUE,3,3
20-11-2014,808000,3,4,FALSE,310.29602,FALSE,FALSE,FALSE,2,TRUE,FALSE,11,3
18-06-2014,365000,2,3,TRUE,245.26392,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,2
06-03-2015,850000,2,4,FALSE,217.39302,FALSE,TRUE,FALSE,2,TRUE,FALSE,3,4
11-08-2014,925000,3,2,TRUE,251.76713,TRUE,FALSE,FALSE,3,FALSE,FALSE,8,3
14-11-2014,265500,2,2,FALSE,172.79958,FALSE,FALSE,FALSE,1,FALSE,TRUE,11,1
08-12-2014,529000,3,2,FALSE,260.1284,TRUE,FALSE,FALSE,1,TRUE,FALSE,12,3
14-04-2015,449950,2,2,FALSE,192.30921,FALSE,TRUE,FALSE,1,TRUE,TRUE,4,1
19-08-2014,499990,3,3,FALSE,243.40586,FALSE,FALSE,FALSE,2,TRUE,FALSE,8,2
15-04-2015,590000,2,2,TRUE,172.79958,FALSE,FALSE,FALSE,2,FALSE,FALSE,4,3
01-08-2014,359000,2,2,TRUE,122.63196,FALSE,FALSE,FALSE,3,FALSE,FALSE,8,3
19-06-2014,799000,3,4,FALSE,240.61877,FALSE,FALSE,FALSE,2,TRUE,FALSE,6,3
18-12-2014,1035290,3,4,FALSE,262.91549,FALSE,FALSE,FALSE,2,TRUE,FALSE,12,4
06-03-2015,397500,3,4,TRUE,218.32205,FALSE,FALSE,FALSE,3,FALSE,TRUE,3,1
03-04-2015,950000,3,4,TRUE,257.34131,FALSE,TRUE,FALSE,2,TRUE,FALSE,4,3
26-03-2015,295000,3,2,FALSE,155.798331,FALSE,FALSE,FALSE,2,TRUE,FALSE,3,1
22-08-2014,625000,1,2,FALSE,102.1933,FALSE,FALSE,FALSE,1,FALSE,TRUE,8,4
31-03-2015,875000,2,3,TRUE,226.68332,FALSE,FALSE,FALSE,1,TRUE,TRUE,3,3
23-03-2015,550000,3,3,FALSE,154.21898,FALSE,FALSE,FALSE,2,FALSE,TRUE,3,3
09-06-2014,559000,2,2,TRUE,192.30921,FALSE,FALSE,FALSE,1,TRUE,TRUE,6,3
17-02-2015,585000,2,3,FALSE,162.58025,FALSE,FALSE,FALSE,2,TRUE,FALSE,2,3
27-10-2014,622200,2,2,TRUE,159.79316,FALSE,FALSE,FALSE,1,TRUE,TRUE,10,2
11-07-2014,440000,2,3,FALSE,134.70935,FALSE,FALSE,FALSE,1,TRUE,TRUE,7,4
06-10-2014,224000,1,1,TRUE,106.83845,TRUE,FALSE,FALSE,1,FALSE,TRUE,10,1
